index,creative,answer_time_90,survey_created,wave,version,survey_end_time,survey_start_time,answer_time_75,userid,answer_time_median,answer_time_min,surveyid,shortcode,survey_duration,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a3,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a4,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a5,a50,a51,a52,a6,a7,a8,a9,age,consent,default_tys,education,gender,location,occupation,religion,state,ability,motivation,vaccinated,fully_vaccinated
406,vlab-nigeria-hw-generic-2,31.016000000000002,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 22:25:03.289000+00:00,2021-06-25 22:10:15.791000+00:00,20.2115,59e13dd9fcd3fbe9d9c2b9b3d78812bcec8c13587b2cb960c74bb41453286f97,13.092,6.871,b43cefd2-9965-4869-8494-99a700a20833,HCP,887.498,Extremely important,A great deal,Ministry of Health,"Yes, definitely","Yes, definitely",No,,Is no longer available,Strongly disagree,Strongly disagree,Agree,Agree,I will immediately take it,Don’t know where to register,Very difficult,Not at all,Very safe,Very important,Very important,Yes,6years,Yes,From our area,The are inneed,Yes,Getting healthcare information,Yes,Yes,Yes,Yes,Chatting with friends and family,Private,Yes,Yes,Yes,Yes,Watching videos,Yes,Don’t remember,Yes,Don't have account,,,,,,No,Very concerned,No,No,18-29 years,Accept,,Diploma,Man,North East,Other public health practitioner,Islam,Taraba state,False,True,False,False
650,vlab-nigeria-hw-ppmv-1,47.02649999999999,2021-05-25 01:55:15.381+00:00,0,19,2021-06-28 18:13:20.528000+00:00,2021-06-28 17:55:32.015000+00:00,27.287250000000004,2541234c987189a06f3103d956fe8e993abcba0e4e743ee3ca35c2a35f89c83a,19.375500000000002,8.631,b43cefd2-9965-4869-8494-99a700a20833,HCP,1068.513,Slightly important,A great deal,"International Organizations like CDC, WHO","Yes, somewhat","Yes, somewhat",No,,Really concerned about the spreading rumors of the noxious adverse effects of the vaccine.,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,"I will take it, but want to wait and see",,Don’t know/Can’t say,Not at all,Don’t know/Can’t say,Very important,Very important,Not sure,4,Yes,A public health awareness campaign in my town,"That covid-19 is tested and confirmed safe be NAFDAC, Ministry of Health and NCDC",Yes,For all of the above reasons plus others.,No,,,Yes,For all of the above reasons plus others.,Private,No,,,No,,,,,No,,,,,,No,Very concerned,No,No,18-29 years,Accept,,Diploma,Man,South South (Niger Delta),Pharmacist,Other Christian,Akwa Ibom State,False,True,False,False
470,vlab-nigeria-hw-generic-2,204.75280000000006,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 08:32:52.618000+00:00,2021-06-26 07:37:03.631000+00:00,75.91900000000001,c5009b72848ff84bfbf2f1ac4eab9c457ba1e68ba805c2f67d38482425565155,30.311500000000002,10.804,b43cefd2-9965-4869-8494-99a700a20833,HCP,3348.987,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, somewhat","Yes, somewhat",No,,"Lately, there's a report going round that mRNA was added to covid -19 vaccine. We all know effect of mRNA in body. So because that I wouldn't be taking the vaccine",Agree,Strongly disagree,Disagree,Strongly disagree,Very unlikely to take it,,Don’t know/Can’t say,Very much,Moderately safe,Moderately important,Moderately important,Yes,5,Yes,"From a friend, according to him: he could not walk with easy after talking covid 19 shot",Given in previous answer,Yes,Health care and general information,Yes,No,No,Yes,For catching up with friends and general information,Private,No,,,No,,,,,No,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Bachelors,Man,South West,Pharmacist,Other Christian,Lagos,False,False,False,False
138,,45.083400000000026,2021-05-25 01:55:15.381+00:00,0,19,2021-05-28 17:18:51.042000+00:00,2021-05-28 16:59:32.657000+00:00,24.47425,fd2d69493a8050a7615fc9a46afe9d69c0ae65c7281e4ed0f974da91380c0b10,18.4585,9.174000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,1158.385,Not at all important,A little,TV,Don’t know / Can’t say,Not at all,"Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Very difficult,Not at all,Very safe,Moderately important,Very important,No,Yas,Yes,No,Yas,Yes,Ha,Don’t remember,,,Yes,Yas,Public,Yes,Yes,Yes,Yes,Yas,Yes,Yes,Yes,Don't have account,,Primary healthcare facility,,,,Yes,Not at all concerned,Not sure,Yes,18-29 years,Accept,,Secondary school,Man,North Central (Middle Belt),Medical doctor,Catholic,Up,False,False,True,True
274,vlab-nigeria-hw-chw-1,89.70100000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 09:14:36.479000+00:00,2021-06-29 08:40:27.733000+00:00,38.253,70d170aac60d473ba1a774d143a64c84487404e2209f563b5c9f45b237415f51,27.367,8.42,b43cefd2-9965-4869-8494-99a700a20833,HCP,2048.746,Extremely important,A little,TV,"Yes, definitely","Yes, definitely","Yes, first dose only",To prevent COVID-19 from spreading,,,,,,,,A bit difficult,Very much,Very safe,Very important,Very important,Yes,Over ten years,Yes,I see it in Rivers State,I see it in the. Rivers  State I like they given the injection and so many people are afraid of the injection,Yes,I use my Facebook to get information about healthcare and chart with my friends,Yes,Yes,Yes,Yes,To get information about health and chart with friends so far,Private,Yes,Yes,Yes,No,,,,,No,,,,,,No,Not at all concerned,No,No,40-49 years,Accept,,Diploma,Woman,South South (Niger Delta),Laboratory staff,Catholic,Rivers state,False,True,True,False
84,,30.02950000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-28 20:36:56.639000+00:00,2021-06-28 20:24:50.135000+00:00,20.862250000000003,71d3b876c6579ff3869ea7d7cc95dbb3133e3491389cc6179ff4b4a412afaea6,13.8085,7.269,b43cefd2-9965-4869-8494-99a700a20833,HCP,726.504,Extremely important,A great deal,Online Social Media,"Yes, somewhat","Yes, somewhat","Yes, both doses",To protect myself and my family,,,,,,,,Quite easy,Don’t know/Can’t say,Don’t know/Can’t say,Very important,Moderately important,Yes,6yrs,No,,,Yes,Chatting,No,,,Yes,Catching up with friends,Public,Yes,No,No,No,,,,,Don't have account,,Secondary healthcare facility,,,,No,Very concerned,No,No,30-39 years,Accept,,Diploma,Woman,North West,Nurse or midwife,Islam,Kano,True,True,True,True
316,vlab-nigeria-hw-generic-1,25.979300000000002,2021-05-25 01:55:15.381+00:00,0,19,2021-06-28 08:36:17.179000+00:00,2021-06-28 08:21:57.161000+00:00,20.28875,bda2656f0d174ef9df4b50c7c02abc71fdbd298673ab5a44480668043452adb4,14.457,6.195,b43cefd2-9965-4869-8494-99a700a20833,HCP,860.018,Moderately important,A great deal,Colleagues in the healthcare profession,Not at all,"Yes, somewhat",No,,"Since down here we feel very resistant to the virus, no point introducing it's strain into our physiological system.",Disagree,Strongly agree,Agree,Strongly disagree,Unsure,,Quite easy,A little,Moderately safe,A little important,Don’t know/Can’t say,Yes,7 years,Yes,Health centers especially for healthy young individuals prior to vaccination,Feverish symptoms and allergies,Yes,"Spreading the gospel of Christ, healthcare information and friends catch up",Don’t remember,,,Yes,"Spreading the gospel of Christ, healthcare information and friends catch up",Private,No,,,Yes,"Spreading the gospel of Christ, healthcare information and friends catch up",No,,,No,,,,,,No,A little concerned,No,No,30-39 years,Accept,,Masters,Man,South South (Niger Delta),Pharmacist,Other Christian,Edo,True,False,False,False
104,,34.901399999999995,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 13:44:24.558000+00:00,2021-06-27 13:28:27.149000+00:00,23.7645,2eb47dd7f3ad6cbcf946fb6bea697c78a497c1e105dc540ccd6b5e8a70cbd892,17.756,7.831,b43cefd2-9965-4869-8494-99a700a20833,HCP,957.409,Extremely important,A moderate amount,"International Organizations like CDC, WHO","Yes, definitely","Yes, definitely","Yes, first dose only",To protect myself and my family,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,17,Yes,On television programs,"The health breakdown, economy",Yes,Interact with friends and updates on vital information,Yes,Yes,Yes,Yes,Interact with friends and health groups chat,Public,Yes,Yes,Yes,No,,,,,No,,Tertiary healthcare facility,,,,No,Very concerned,No,No,40-49 years,Accept,,Bachelors,Woman,North Central (Middle Belt),Nurse or midwife,Other Christian,Niger state,True,True,True,False
287,vlab-nigeria-hw-doctor-1,116.49720000000008,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 16:56:44.928000+00:00,2021-06-29 16:11:17.817000+00:00,43.2075,8736196d9476aa41e973c2b8dccd87dda267b7c9dc14d2f5a795add34915929e,23.869,6.354,b43cefd2-9965-4869-8494-99a700a20833,HCP,2727.111,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, definitely","Yes, definitely","Yes, both doses",To protect myself and my family,,,,,,,,Quite easy,Don’t know/Can’t say,Very safe,Very important,Very important,Yes,2yrs,No,,,Yes,To get information and catch up with family and friends,Don’t remember,,,Yes,Getting informations,Private,No,,,No,,,,,Don't have account,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Diploma,Woman,South West,PPMV/chemists,Other Christian,Edo start,True,True,True,True
543,vlab-nigeria-hw-midwife-1,34.27570000000003,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 15:16:30.042000+00:00,2021-06-25 14:46:57.333000+00:00,22.4435,40e0d7f9b5ad3b79f21e1eaffbf0afbd526535d880f0a1c5cb0a1cdc9553f481,17.674,6.12,b43cefd2-9965-4869-8494-99a700a20833,HCP,1772.709,Moderately important,A moderate amount,"International Organizations like CDC, WHO",Don’t know / Can’t say,"Yes, somewhat","Yes, both doses",To protect myself and my family,,,,,,,,Very easy,Moderately,Moderately safe,A little important,A little important,Yes,6,Yes,Community members,The side effects and misconceptions,Yes,"Catching up with friends,watching videos,getting healthcare information and religion information",No,,,Yes,Catching up with friends,Public,No,,,No,,,,,No,,Primary healthcare facility,,,,Yes,Very concerned,No,No,30-39 years,Accept,,Other,Woman,North East,Nurse or midwife,Other Christian,"A
Kaduna state",True,False,True,True
649,vlab-nigeria-hw-ppmv-1,46.92400000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 13:28:35.336000+00:00,2021-06-29 13:16:02.953000+00:00,24.066000000000003,b50f40e44d40fb1aba6cd16e87b99a5fb7172f099c2d78a392fd979437764cee,12.545,6.861000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,752.383,Extremely important,A moderate amount,"International Organizations like CDC, WHO","Yes, somewhat",Don’t know / Can’t say,"Yes, first dose only",My duty to get vaccinated to protect patients,,,,,,,,Quite easy,Very much,Very safe,Very important,Very important,Yes,Two years,No,,,Yes,Getting health care information,No,,,Yes,Catching up with friends,Private,No,,,No,,,,,No,,,,,,No,A little concerned,No,No,18-29 years,Accept,,Bachelors,Man,North Central (Middle Belt),Laboratory staff,Islam,Abuja FCT,True,True,True,False
111,,36.60850000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-02 00:37:10.243000+00:00,2021-06-02 00:14:46.160000+00:00,31.9735,eea8ad1ca134252d8f3b5c3bbba07693e208c26b929fd1059c5d199bf3bd77c7,26.4155,7.412000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,1344.083,Extremely important,A great deal,TV,"Yes, somewhat","Yes, somewhat","Yes, first dose only",To prevent COVID-19 from spreading,,,,,,,,A bit difficult,A little,Very safe,Very important,Very important,Yes,3,Yes,Tv,Covid-19,Yes,Saosth ke,Yes,Yes,Yes,Yes,News,Public,Yes,Yes,Yes,Yes,Dosto SE milna,Yes,Yes,Yes,Yes,Dosto SE milna,Primary healthcare facility,Yes,Yes,Yes,No,Very concerned,Yes,No,30-39 years,Accept,,Diploma,Man,North East,Medical doctor,Other,Utter Pradesh,False,True,True,False
621,vlab-nigeria-hw-ppmv-1,32.560400000000016,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 16:32:51.398000+00:00,2021-06-27 16:17:19.717000+00:00,22.3305,4460dd7345a71047bce0c0a88f655332529b7b1831980f4b909575fcf75bad75,14.394000000000002,7.1610000000000005,b43cefd2-9965-4869-8494-99a700a20833,HCP,931.681,Moderately important,A little,"International Organizations like CDC, WHO","Yes, somewhat","Yes, somewhat",No,,Still in doubt of the long term safety of the vaccine,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,"I will take it, but want to wait and see",,Don’t know/Can’t say,A little,Don’t know/Can’t say,Very important,Very important,Yes,6years,Yes,Feedback from a few people who received it,Having all the symptoms of covid 19 immediately after receiving the vaccines,Yes,Catching up with friends,Yes,No,No,Yes,Catching up with friends,Private,Yes,Don’t remember,No,Yes,Watching videos,No,,,No,,,,,,No,Moderately concerned,No,No,30-39 years,Accept,,Bachelors,Woman,South West,Pharmacist,Other Christian,Oyo,False,True,False,False
43,,20.388,2021-05-25 01:55:15.381+00:00,0,19,2021-07-01 10:00:30.432000+00:00,2021-07-01 09:47:08.428000+00:00,15.840000000000002,4e7cd1dc5a9b277609d0d31cdac8ff1888ef2d07651958d8ab9ff6fdd7266401,12.054,7.542000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,802.004,Moderately important,A great deal,"International Organizations like CDC, WHO",Not at all,Don’t know / Can’t say,No,,"I consider it a massive phase 3 clinical trial which I'm not interested in participating. And besides, the vaccine in use is banned in many saner countries (or at least used only among the older population) due to its side effects that can be lethal",Agree,Neither agree nor disagree,Strongly agree,Strongly disagree,"I will take it, but want to wait and see",,A bit difficult,Moderately,Moderately safe,Moderately important,Moderately important,Yes,5,Yes,From patients of our various health care institutions,"Allergic reactions, thrombotic events and a range of other side effects",Yes,Catching up with friends and checking up specific pages for information,Yes,Don’t remember,No,Yes,Chatting with friends,Public,Yes,Yes,No,Yes,Watching videos,Yes,Don’t remember,No,No,,Tertiary healthcare facility,,,,No,A little concerned,No,No,18-29 years,Accept,,Bachelors,Man,South West,Medical doctor,Other Christian,Ondo,False,False,False,False
387,vlab-nigeria-hw-generic-2,24.5695,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 13:27:46.717000+00:00,2021-06-29 13:12:31.010000+00:00,16.430500000000002,bf715bf73a8cc8b122924e7402fe31db32ffdc1081e7fe213a4e86a6d80f595b,12.876000000000001,6.132000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,915.707,Extremely important,A great deal,"International Organizations like CDC, WHO",Don’t know / Can’t say,Don’t know / Can’t say,No,,Skeptical about it,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Unsure,,A bit difficult,Don’t know/Can’t say,Don’t know/Can’t say,Moderately important,Moderately important,Not sure,5,Yes,"A close friend took it
Social media
Colleagues","1. People selling fake
2. People taking money from people issuethe certificate even without taking the vaccine 
3. Reactions from the vaccine",Yes,All of the above,Yes,No,No,Yes,All of the above,Private,No,,,Yes,All of the above,No,,,No,,,,,,No,Very concerned,No,No,18-29 years,Accept,,Bachelors,Woman,South West,Other public health practitioner,Other Christian,Lagos,False,False,False,False
437,vlab-nigeria-hw-generic-2,43.217200000000005,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 21:34:45.461000+00:00,2021-06-27 21:16:05.443000+00:00,19.655,b145b8789df2c77ae5fad1ed17c4d7884818022a8fb996182caed80282acf9b4,15.124,7.4910000000000005,b43cefd2-9965-4869-8494-99a700a20833,HCP,1120.018,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, definitely",Don’t know / Can’t say,No,,I believe the vaccine is still on trial,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Very unlikely to take it,,Quite easy,Don’t know/Can’t say,Don’t know/Can’t say,Not at all important,A little important,Not sure,5,Yes,I heard about it on tv from CNN and channels tv stations,"Blood clots, allergy and death",Yes,"Getting healthcare information, chatting with family and friends, for relaxation",Yes,Don’t remember,Yes,Yes,"Use to pass messages in my health organisations  group whatsapp, use to chat and advertise business",Public,Yes,Yes,Yes,Yes,"Getting health care information, enhancing my medical skills.",Don’t remember,,,Don't have account,,Tertiary healthcare facility,,,,No,A little concerned,No,Yes,30-39 years,Accept,,Bachelors,Woman,South South (Niger Delta),Nurse or midwife,Other Christian,Delta,True,False,False,False
365,vlab-nigeria-hw-generic-1,92.06860000000002,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 18:02:34.015000+00:00,2021-06-29 17:19:12.628000+00:00,50.153000000000006,5f436302b04a7c99e11f1da8d2df8ad105adc76cde0b50d68730365d8f10da54,28.289,8.572000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,2601.387,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, somewhat",No,,Long term safety concerns; post marketing surveillance  data is yet unavailable.,Strongly disagree,Disagree,Disagree,Strongly disagree,"I will take it, but want to wait and see",,Very easy,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Not sure,12,Yes,There were cases of adverse effects following immunization.,"Blood cloth, high fever, severe pain, severe back pain etc",Yes,Catching up with friends and knowing what happens around the world.,Yes,No,Yes,Yes,Catching up with friends.,Public,Yes,No,No,Yes,"Watch videos, learn how to do what I don't know how to do.",Don’t remember,,,No,,Tertiary healthcare facility,,,,No,Moderately concerned,Yes,No,40-49 years,Accept,,Masters,Man,South South (Niger Delta),Pharmacist,Catholic,Bayelsa State,True,False,False,False
161,,57.286500000000004,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 08:05:42.869000+00:00,2021-06-27 07:43:52.097000+00:00,24.536,f213b59884d2b2af565a240e6ea1cb5cf0de628203d2b97eab0ea2702788bdc1,16.503,8.201,b43cefd2-9965-4869-8494-99a700a20833,HCP,1310.772,Moderately important,A moderate amount,Colleagues in the healthcare profession,"Yes, somewhat","Yes, definitely","Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Quite easy,Moderately,Very safe,Very important,Very important,Yes,8 years,Yes,At an isolation centre,Post vaccination reactions,Yes,For information and education,No,,,Yes,Catching up with friends and information,Public,No,,,Yes,Health care information,No,,,No,,Secondary healthcare facility,,,,No,Very concerned,No,No,40-49 years,Accept,,Bachelors,Man,South West,Medical doctor,Islam,Oyo state,True,True,True,True
